Item,10 Wins,10-0 Run,Win at Diamond,Win with Enchanted,Win with Another Hero,Hero,Size,Column 12,Column 1,Column 13,Column 2,Column 3
Brass Knuckles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Briefcase,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Bushel,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Two Wrists Required To Crank This Hog - YouTube,,,,
Business Card,TRUE,FALSE,FALSE,FALSE,TRUE,Pygmalien,Small,,,,,
Caltrops,TRUE,TRUE,TRUE,TRUE,TRUE,Pygmalien,Medium,(The Bazaar) Day 6 Shiny Diamond Gym - YouTube,,,,
Cargo Shorts,TRUE,TRUE,TRUE,TRUE,TRUE,Pygmalien,Medium,,,,,
Cash Cannon,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,"(The Bazaar) Regal Blades Crit Is Low, But Not 0 - YouTube",,,,
Cash Register,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Closed Sign,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Coincure,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Medium,,,,,
Cold Room,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Day 6 Shiny Diamond Gym - YouTube,,,,
Crook,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Medium,,,,,
Crystal Bonsai,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Display Case,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Two Wrists Required To Crank This Hog - YouTube,,,,
Dog,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Medium,,,,,
Double Whammy,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Dragon Tooth,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,,,,,
Fixer Upper,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Flail,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Fort,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Large,(The Bazaar) Silking My Hog Thrice A Day - YouTube,,,,
Ganjo,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Gavel,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Globe,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Golf Clubs,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Green Piggles A,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Green Piggles L,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,,,,,
Green Piggles R,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Grindstone,TRUE,TRUE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Gumball Machine,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Haladie,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Hammock,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Hatchet,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Heirlooms,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Hogwash,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Hot Stones,TRUE,TRUE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Hypergreens,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Ice Cream Truck,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Ice Luge,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,,,,,
Igloo,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Jabalian Dagger,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Jabalian Drum,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Jabalian Recurve Bow,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Keychain,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,,,,,
Kukri,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Landscraper,TRUE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Laser Security System,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,,,,,
Ledger,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Lemonade Stand,TRUE,FALSE,TRUE,TRUE,TRUE,Pygmalien,Large,,,,,
Lion Cane,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Loupe,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Lumboars,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Luxury Kiuas,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Spending An Hour Bullying Money Furnace - YouTube,,,,
Luxury Tents,TRUE,TRUE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Marbles,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,(The Bazaar) Match Boxing With The Reworked Legendary - YouTube,,,,
Masterpiece,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Matchbox,TRUE,TRUE,TRUE,TRUE,FALSE,Pygmalien,Small,(The Bazaar) Match Boxing With The Reworked Legendary - YouTube,,,,
Model Ship,TRUE,TRUE,FALSE,TRUE,TRUE,Pygmalien,Medium,,,,,
Money Furnace,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) This Seasons Hotfix Item - YouTube,,,,
Money Tree,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Monocle,TRUE,TRUE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Oinkment,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,(The Bazaar) Match Boxing With The Reworked Legendary - YouTube,,,,
Open Sign,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,,,,,
Orange Piggles A,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Orange Piggles L,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,,,,,
Orange Piggles R,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Pawn Shop,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Large,(The Bazaar) Pygdooley - YouTube,,,,
PenFT,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,(The Bazaar) This Seasons Hotfix Item - YouTube,(The Bazaar) Spending An Hour Bullying Money Furnace - YouTube,,,
Pepper Spray,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Phonograph,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Medium,,,,,
Piggles,TRUE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Piggles Board,TRUE,TRUE,TRUE,TRUE,TRUE,Pygmalien,Medium,(The Bazaar) This Seasons Hotfix Item - YouTube,(The Bazaar) The Atlas Stone Infinite - YouTube,,,
Piggles Launcher,TRUE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Piggles Protectors,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
PiggleStorm Gaming House,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Large,,,,,
Piggy Bank,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Pinata,TRUE,FALSE,FALSE,TRUE,TRUE,Pygmalien,Medium,,,,,
Pitchfork,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Premium Green Piggles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Premium Orange Piggles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Premium Piggles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Premium Red Piggles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Premium Yellow Piggles,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Private Hot Springs,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Pyg's Gym,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,(The Bazaar) Day 6 Shiny Diamond Gym - YouTube,,,,
Red Piggles A,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Red Piggles L,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Red Piggles R,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,"(The Bazaar) Regal Blades Crit Is Low, But Not 0 - YouTube",,,,
Regal Blade,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Medium,"(The Bazaar) Regal Blades Crit Is Low, But Not 0 - YouTube",,,,
Rewards Card,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Riceballer,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Ring King Guantlets,TRUE,TRUE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Robe,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Safe,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Sauna,TRUE,TRUE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Shipment,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Showcase,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Signet Ring,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Silk Scarf,TRUE,FALSE,TRUE,TRUE,TRUE,Pygmalien,Medium,(The Bazaar) Silking My Hog Thrice A Day - YouTube,,,,
Skyscraper,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,(The Bazaar) Spending An Hour Bullying Money Furnace - YouTube,,,,
Slingshot,TRUE,FALSE,FALSE,FALSE,TRUE,Pygmalien,Small,,,,,
Snow Globe,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,,,,,
Snowmobile,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Spacescraper,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Speedrunner,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,(The Bazaar) This Seasons Hotfix Item - YouTube,(The Bazaar) The Atlas Stone Infinite - YouTube,,,
Spices,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,(The Bazaar) Day 6 Shiny Diamond Gym - YouTube,,,,
Spiky Shield,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Silking My Hog Thrice A Day - YouTube,,,,
Sponsored Apparel,TRUE,TRUE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Two Wrists Required To Crank This Hog - YouTube,,,,
Stained Glass Window,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Steam Ladle,TRUE,TRUE,TRUE,TRUE,TRUE,Pygmalien,Small,(The Bazaar) Match Boxing With The Reworked Legendary - YouTube,,,,
Stopwatch,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Streaming Setup,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Subscraper,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Large,,,,,
Succulents,TRUE,TRUE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Tea Set,TRUE,TRUE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Textiles,TRUE,TRUE,TRUE,FALSE,TRUE,Pygmalien,Medium,,,,,
Tournament Arena,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Large,(The Bazaar) This Seasons Hotfix Item - YouTube,(The Bazaar) The Atlas Stone Infinite - YouTube,,,
Tusked Helm,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Uwashiwali Bird,TRUE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Vending Machine,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Vineyard,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
VIP Pass,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Weights,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Windmill,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,(The Bazaar) Spending An Hour Bullying Money Furnace - YouTube,"(The Bazaar) Regal Blades Crit Is Low, But Not 0 - YouTube",,,
Wrist Warrior,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,(The Bazaar) Two Wrists Required To Crank This Hog - YouTube,,,,
Yellow Piggles A,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
